ngroup ra dec z Delta ngal pval_ds ind pval_sw pval_sf pval_ad pval_cvm pval_lillie pval_pearson Delta2 mag_max id_mer
3334474 240.092408613725 53.0161924362205 0.0675849774068182 0.993984762595103 44 0.333333333333333 -1 0.376569307160163 0.514470286220444 0.291263804172464 0.275545558392594 0.384399797494111 0.272834324938061 1.24205673560827 15.7296047211 0
3334840 120.657739039831 53.3066444396886 0.0664080858285714 0.99617152622614 35 0.166666666666667 -1 0.285477094968642 0.464823135198167 0.310314941467711 0.305803671900138 0.582397732746907 0.379903741078373 1.3208186661259 15.8357887268 0
3335056 136.39086807607 20.6879739095953 0.0248954417813953 1.28896408221146 43 0.1 2 0.281342869484835 0.319767658826854 0.313463879478663 0.312559422817645 0.540725954017797 0.382107835222041 1.41950253241672 14.5290307999 0
3335077 138.136694235879 27.4353691476344 0.0294867541704918 1.02738825236769 61 0.266666666666667 -1 0.0522986832731326 0.0879362684548224 0.0353697922331477 0.0276466582412582 0.00324046886666774 0.13449377253505 1.18643057028043 14.5542211533 0
3335452 175.590508802879 44.5767576469575 0.029739424590566 1.23230678040931 106 0.1 -1 0.148069000407451 0.337223516464328 0.51044784444679 0.706321270860464 0.630290141601648 0.482803604541686 1.23230678040931 14.6210670471 0
3336868 133.009066317943 34.4755606144 0.0392181913702128 1.42922169731035 47 0 7 0.43348934304924 0.674384576262471 0.623593193458162 0.661445130954984 0.430522723622667 0.175693902119053 1.41743352208292 15.1314468384 0
3338070 245.635135535039 0.376308364854545 0.0574219087909091 1.11916756297551 33 0.166666666666667 -1 0.722614967990466 0.822311960025039 0.604772957187546 0.544252135790176 0.343301408118892 0.110150331420143 1.14846995013614 15.1065864563 0
33310628 146.150650806915 30.4845647567308 0.0422509743410256 1.00412370139983 39 0.5 -1 0.0156978007266558 0.023587544126174 0.00554280979121524 0.0039288944943501 0.000554558927535801 0.0860279277257931 1.28786428278915 14.6457414627 0
33316537 136.3154283796 28.5676233019171 0.0628861994571429 1.00074109124699 35 0.133333333333333 -1 0.0705207189819284 0.151626521134997 0.0761821981186497 0.10069480893691 0.206307251717529 0.0233508927164491 1.07812044451054 15.1108293533 0
33317261 200.257241175721 6.16079035171923 0.0443125578557692 1.21950054093449 52 0.133333333333333 -1 0.172617211485833 0.309262198920495 0.246594918138904 0.270126135361858 0.478509787393433 0.241798495232895 1.17490706418622 14.5810871124 0
33318399 125.831425880896 17.8502674881245 0.0782500818714286 1.76878242338329 49 0 5 0.435836217918076 0.529960700943138 0.321903698570066 0.328347363292234 0.335934659797355 0.338023598388939 1.7403321178066 15.0098543167 0
33319468 183.204654216769 -2.81448325514375 0.04280990641875 0.85269164884326 32 0.733333333333333 4 0.706934684429333 0.728344868363286 0.681670549793346 0.629754701198859 0.529645936249565 0.260558455910746 1.07195517374737 15.2041625977 0
33321143 149.175706343213 15.7383890325418 0.0558535090236364 2.07829473300778 55 0 4 0.00604087013575005 0.00903691485598695 0.00908535542476445 0.0116886692524695 0.0168126838007197 0.265974844441724 1.99336624532988 15.3116445541 0
33321237 150.640555179488 7.37078422487273 0.0525907574969697 1.42230505720677 33 0 6 0.622594458986802 0.776860599529471 0.809061027706006 0.847882722691862 0.758477759885314 0.701265499820085 1.76491030990962 14.8981847763 0
33321542 172.312595520018 49.066914138788 0.07375123963 1.01900281400297 50 0.3 -1 0.143527181616443 0.322197891807797 0.331233772908125 0.426564853796156 0.563772918367692 0.539749350395557 0.99757954496164 15.1922044754 0
33321701 178.538929074309 -0.416673536388372 0.0437086049534884 0.896146530704638 43 0.833333333333333 -1 0.52367197200694 0.515698122805662 0.391911893495668 0.304639836267041 0.255784010715512 0.338786152335092 1.09037277258316 14.8517045975 0
33322134 209.727104925345 -2.55692212043226 0.0566344837967742 1.5571233503925 31 0 2 0.0385972331675144 0.0515106486385973 0.0148314331875553 0.0163689417707837 0.088614295532601 0.225482845973741 1.49367596415688 14.6072835922 0
33322336 225.755689154742 0.892925471731111 0.0701741553022222 2.45737253231603 45 0 5 0.0378031756416218 0.0483465258899267 0.0154922904610451 0.0116989098112872 0.0212350451900927 0.170457499323535 2.18890817143358 15.239938736 0
33325575 156.002779114921 40.8210315344465 0.0779258613528302 1.46877669393025 159 0 7 0.485987984772947 0.691312095961178 0.778663909566286 0.856824320873159 0.930340766089618 0.563508572914969 1.39741356501019 14.8657398224 0
33326002 182.202051459418 35.8655383639889 0.0708308450022222 1.74578288605039 45 0 6 0.727360128233239 0.880394098307013 0.77554395489637 0.6577795884022 0.387878664655957 0.904770598977728 1.7216680706108 14.9454545975 0
33331421 153.086030439897 3.43336457195455 0.0706729392212121 1.13271430976788 33 0.1 -1 0.232503447046084 0.321389820042437 0.244974109764787 0.258382749604142 0.639909188963762 0.555524771505274 1.14099059967259 14.6226577759 0
33332030 191.974800888376 39.3461003206143 0.0862436934693877 1.47748057599141 49 0 -1 0.268133869118011 0.510453819441164 0.501866175024899 0.488824815554821 0.429751670878094 0.650001753960769 1.43687952640087 14.8982133865 0
33332318 212.272993555609 15.2280117070887 0.0840659622358491 2.02939358017882 53 0 4 0.42356195673547 0.459154788925561 0.41522505281454 0.32676416355922 0.37231069081589 0.715030040772683 1.92585794750335 15.732003212 0
33333227 139.957979987653 51.0939329932706 0.135587204911765 1.93799038910157 34 0 -1 0.336242377844804 0.228393376012244 0.337879430671557 0.347180654983106 0.513798032703257 0.397355215836206 1.9713769594614 14.771396637 0
